Facility ID,Address,Facility Name,Nurse communication - star rating,Doctor communication - star rating,Staff responsiveness - star rating,Communication about medicines - star rating,Discharge information - star rating,Care transition - star rating,Cleanliness - star rating,Quietness - star rating,Overall hospital rating - star rating,Recommend hospital - star rating,Summary star rating,Central Line Associated Bloodstream Infection (ICU + select Wards) Lower CI,Central Line Associated Bloodstream Infection (ICU + select Wards) Upper CI,Central Line Associated Bloodstream Infection (ICU + select Wards) SIR,Central Line Associated Bloodstream Infection (ICU + select Wards) Compared to National,Catheter Associated Urinary Tract Infections (ICU + select Wards) Lower CI,Catheter Associated Urinary Tract Infections (ICU + select Wards) Upper CI,Catheter Associated Urinary Tract Infections (ICU + select Wards) SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards) Compared to National,SSI - Colon Surgery Lower CI,SSI - Colon Surgery Upper CI,SSI - Colon Surgery SIR,SSI - Colon Surgery Compared to National,SSI - Abdominal Hysterectomy Lower CI,SSI - Abdominal Hysterectomy Upper CI,SSI - Abdominal Hysterectomy SIR,SSI - Abdominal Hysterectomy Compared to National,MRSA Bacteremia Lower CI,MRSA Bacteremia Upper CI,MRSA Bacteremia SIR,MRSA Bacteremia Compared to National,Clostridium Difficile (C.Diff) Lower CI,Clostridium Difficile (C.Diff) Upper CI,Clostridium Difficile (C.Diff) SIR,Clostridium Difficile (C.Diff) Compared to National,Mean SIR,Mean Compared to National,Infection Rating
490004,"2010 HEALTH CAMPUS DRIVE, HARRISONBURG, VA 22801",SENTARA RMH MEDICAL CENTER,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.486,2.937,1.325,2.0,0.779,3.522,1.780,2.0,0.036,3.513,0.712,2.0,,,,,0.520,3.945,1.635,2.0,0.307,0.779,0.503,3.0,1.191,2.2,3
490005,"1840 AMHERST ST, WINCHESTER, VA 22601",WINCHESTER MEDICAL CENTER,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,0.567,1.700,1.020,2.0,0.519,1.393,0.877,2.0,0.319,1.444,0.730,2.0,,,,,0.617,2.038,1.173,2.0,0.420,0.841,0.603,3.0,0.8805999999999999,2.2,3
490007,"600 GRESHAM DR, NORFOLK, VA 23507",SENTARA NORFOLK GENERAL HOSPITAL,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,0.548,1.356,0.885,2.0,0.236,0.781,0.449,3.0,--,0.724,0.000,3.0,,,,,0.594,1.547,0.986,2.0,0.338,0.603,0.456,3.0,0.5552,2.6,4
490009,"1215 LEE STREET, CHARLOTTESVILLE, VA 22908",UNIVERSITY OF VIRGINIA MEDICAL CENTER,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,0.833,1.506,1.132,2.0,0.416,1.004,0.662,2.0,0.753,2.023,1.273,2.0,0.885,3.618,1.905,2.0,0.464,1.210,0.771,2.0,0.293,0.559,0.410,3.0,1.0255,2.1666666666666665,3
490013,"2204 WILBORN AVENUE, SOUTH BOSTON, VA 24592",SENTARA HALIFAX REGIONAL HOSPITAL,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,0.252,4.961,1.502,2.0,,,,,,,,,,,,,0.255,1.308,0.629,2.0,1.0655000000000001,2.0,3
490017,"3636 HIGH STREET, PORTSMOUTH, VA 23707",BON SECOURS MARYVIEW MEDICAL CENTER,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,0.017,1.653,0.335,2.0,0.076,1.493,0.452,2.0,--,1.115,0.000,2.0,,,,,0.015,1.471,0.298,2.0,0.002,0.193,0.039,3.0,0.22479999999999997,2.2,3
490018,"78 MEDICAL CENTER DRIVE, FISHERSVILLE, VA 22939",AUGUSTA HEALTH,4.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,0.025,2.502,0.507,2.0,0.348,3.721,1.367,2.0,0.020,2.020,0.410,2.0,,,,,0.020,1.946,0.395,2.0,0.148,0.557,0.303,3.0,0.5964,2.2,3
490019,"501 SUNSET LANE, CULPEPER, VA 22701",NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,,,,,0.047,4.596,0.932,2.0,,,,,,,,,,,,,0.008,0.814,0.165,3.0,0.5485,2.5,4
49001F,"9300 DeWitt Loop, Fort Belvoir, VA 22060",Fort Belvoir Community Hospital,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
490020,"411 WEST RANDOLPH ROAD, HOPEWELL, VA 23860",JOHN RANDOLPH MEDICAL CENTER,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.031,3.018,0.612,2.0,--,1.777,0.000,2.0,0.029,2.861,0.580,2.0,,,,,,,,,0.008,0.770,0.156,3.0,0.33699999999999997,2.25,4
490021,"1901 TATE SPRINGS ROAD, LYNCHBURG, VA 24501",CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.570,1.789,1.052,2.0,0.590,1.637,1.015,2.0,0.222,1.685,0.699,2.0,,,,,0.596,1.969,1.133,2.0,0.189,0.493,0.314,3.0,0.8426,2.2,3
490022,"1001 SAM PERRY BOULEVARD, FREDERICKSBURG, VA 22401",MARY WASHINGTON HOSPITAL,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.069,2.787,1.777,1.0,0.456,1.716,0.935,2.0,0.559,2.530,1.279,2.0,,,,,1.750,4.561,2.907,1.0,0.400,0.793,0.572,3.0,1.494,1.8,2
490023,"500 HOSPITAL DRIVE, WARRENTON, VA 20186",FAUQUIER HOSPITAL,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0.008,0.748,0.152,3.0,0.152,3.0,5
490024,"1906 BELLEVIEW AVENUE, SE, ROANOKE, VA 24014",CARILION MEDICAL CENTER,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,0.310,0.929,0.557,3.0,0.394,1.302,0.749,2.0,0.216,1.310,0.591,2.0,0.122,2.409,0.729,2.0,0.559,1.551,0.962,2.0,0.440,0.733,0.573,3.0,0.6934999999999999,2.3333333333333335,4
490032,"POST OFFICE BOX 980510   1250 EAST MARSHALL STREET, RICHMOND, VA 23298",MEDICAL COLLEGE OF VIRGINIA HOSPITALS,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,0.650,1.146,0.872,2.0,0.237,0.561,0.374,3.0,0.633,1.896,1.137,2.0,--,1.675,0.000,2.0,0.369,1.062,0.649,2.0,0.330,0.570,0.438,3.0,0.5783333333333334,2.3333333333333335,4
490033,"351 VALLEY HEALTH WAY, FRONT ROYAL, VA 22630",WARREN MEMORIAL HOSPITAL,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.016,1.611,0.327,2.0,0.327,2.0,3
490037,"20480 MARKET STREET, ONANCOCK, VA 23417",RIVERSIDE SHORE MEMORIAL HOSPITAL,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.014,1.423,0.289,2.0,0.289,2.0,3
490038,"245 MEDICAL PARK DRIVE, MARION, VA 24354",SMYTH COUNTY COMMUNITY HOSPITAL,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
490040,"4320 SEMINARY RD, ALEXANDRIA, VA 22304",INOVA ALEXANDRIA HOSPITAL,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.013,1.306,0.265,2.0,0.007,0.692,0.140,3.0,0.023,2.314,0.469,2.0,,,,,0.298,2.261,0.937,2.0,--,0.072,0.000,3.0,0.36219999999999997,2.4,4
490041,"2 BERNARDINE DRIVE, NEWPORT NEWS, VA 23602",MARY IMMACULATE HOSPITAL,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,0.025,2.482,0.503,2.0,--,2.359,0.000,2.0,,,,,,,,,--,0.277,0.000,3.0,0.16766666666666666,2.3333333333333335,4
490042,"2900 LAMB CIRCLE, CHRISTIANSBURG, VA 24073",CARILION NEW RIVER VALLEY MEDICAL CENTER,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,0.015,1.451,0.294,2.0,0.387,2.340,1.056,2.0,--,1.691,0.000,2.0,,,,,1.014,6.133,2.767,1.0,0.539,1.550,0.946,2.0,1.0126,1.8,2
490043,"44045 RIVERSIDE PARKWAY, LEESBURG, VA 20176",INOVA LOUDOUN HOSPITAL,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,0.240,2.564,0.942,2.0,0.197,2.109,0.775,2.0,0.080,1.582,0.479,2.0,,,,,0.024,2.353,0.477,2.0,--,0.089,0.000,3.0,0.5346,2.2,3
490044,"2800 GODWIN BOULEVARD, SUFFOLK, VA 23439",SENTARA OBICI HOSPITAL,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.101,1.990,0.602,2.0,0.017,1.702,0.345,2.0,--,1.337,0.000,2.0,0.028,2.760,0.560,2.0,0.020,1.956,0.397,2.0,0.132,0.496,0.270,3.0,0.3623333333333334,2.1666666666666665,3
490045,"8700 SUDLEY RD, MANASSAS, VA 20110",NOVANT PRINCE WILLIAM MEDICAL CENTER,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,0.025,2.506,0.508,2.0,0.021,2.058,0.417,2.0,,,,,,,,,0.557,5.964,2.191,2.0,0.003,0.323,0.066,3.0,0.7954999999999999,2.25,4
490046,"830 KEMPSVILLE ROAD, NORFOLK, VA 23502",SENTARA LEIGH HOSPITAL,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,0.091,0.970,0.356,3.0,0.408,1.534,0.836,2.0,0.059,1.157,0.350,2.0,,,,,0.495,2.539,1.221,2.0,0.130,0.322,0.210,3.0,0.5946,2.4,4
490048,"1900 ELECTRIC ROAD, SALEM, VA 24153",LEWISGALE MEDICAL CENTER,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,0.102,1.091,0.401,2.0,0.278,1.428,0.686,2.0,0.579,2.618,1.323,2.0,,,,,0.131,1.405,0.516,2.0,0.132,0.462,0.259,3.0,0.637,2.2,3
490050,"1701 NORTH GEORGE MASON DRIVE, ARLINGTON, VA 22205",VIRGINIA HOSPITAL CENTER,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,0.247,1.119,0.565,2.0,0.944,2.394,1.545,2.0,0.390,1.594,0.840,2.0,0.548,5.861,2.154,2.0,0.415,1.877,0.949,2.0,0.368,0.747,0.533,3.0,1.0976666666666666,2.1666666666666665,3
490052,"500 J CLYDE MORRIS BLVD, NEWPORT NEWS, VA 23601",RIVERSIDE REGIONAL MEDICAL CENTER,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0.061,0.652,0.239,3.0,0.201,0.910,0.460,3.0,0.007,0.688,0.139,3.0,0.020,2.001,0.406,2.0,0.207,1.568,0.650,2.0,0.229,0.582,0.375,3.0,0.3781666666666667,2.6666666666666665,5
490053,"16000 JOHNSTON MEMORIAL DRIVE, ABINGDON, VA 24211",JOHNSTON MEMORIAL HOSPITAL,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,0.025,2.478,0.503,2.0,0.458,2.770,1.250,2.0,0.286,3.061,1.125,2.0,,,,,0.568,6.075,2.232,2.0,0.032,0.636,0.193,3.0,1.0606,2.2,3
490057,"1060 FIRST COLONIAL ROAD, VIRGINIA BEACH, VA 23454",SENTARA VIRGINIA BEACH GENERAL HOSPITAL,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,0.214,1.624,0.673,2.0,0.032,0.640,0.194,3.0,0.139,1.490,0.547,2.0,,,,,0.655,2.962,1.498,2.0,0.332,0.708,0.494,3.0,0.6811999999999999,2.4,4
490059,"5801 BREMO RD, RICHMOND, VA 23226",BON SECOURS ST MARYS HOSPITAL,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,0.664,2.193,1.262,2.0,0.050,0.982,0.297,3.0,0.752,2.830,1.542,2.0,0.124,2.442,0.739,2.0,0.372,1.908,0.917,2.0,0.031,0.190,0.086,3.0,0.8071666666666667,2.3333333333333335,4
490060,"6801 GOVERNOR GC PERRY HIGHWAY, RICHLANDS, VA 24641",CLINCH VALLEY MEDICAL CENTER,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,0.868,6.586,2.730,2.0,0.172,3.387,1.025,2.0,,,,,,,,,,,,,0.075,1.478,0.447,2.0,1.4006666666666667,2.0,3
490063,"3300 GALLOWS ROAD, FALLS CHURCH, VA 22042",INOVA FAIRFAX HOSPITAL,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0.324,0.766,0.510,3.0,0.585,1.160,0.836,2.0,0.326,1.144,0.642,2.0,0.302,1.137,0.619,2.0,0.362,1.087,0.652,2.0,0.303,0.478,0.383,3.0,0.6070000000000001,2.3333333333333335,4
490066,"100 SENTARA CIRCLE, WILLIAMSBURG, VA 23188",SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,0.024,2.386,0.484,2.0,0.810,4.902,2.211,2.0,--,2.442,0.000,2.0,,,,,0.042,4.110,0.833,2.0,0.329,0.834,0.538,3.0,0.8131999999999999,2.2,3
490067,"200 MEDICAL PARK BOULEVARD, PETERSBURG, VA 23805",BON SECOURS SOUTHSIDE MEDICAL CENTER,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.363,2.198,0.992,2.0,0.137,1.468,0.539,2.0,0.219,2.341,0.860,2.0,,,,,0.010,1.018,0.206,2.0,0.104,0.425,0.224,3.0,0.5642,2.2,3
490069,"8260 ATLEE ROAD, MECHANICSVILLE, VA 23116",BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,0.246,2.630,0.966,2.0,0.094,1.860,0.563,2.0,0.565,2.554,1.291,2.0,,,,,0.083,1.632,0.494,2.0,0.139,0.436,0.256,3.0,0.7140000000000001,2.2,3
49006F,"100 EMANCIPATION DRIVE, HAMPTON, VA 23667",HAMPTON VA MEDICAL CENTER,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
490075,"142 SOUTH MAIN STREET, DANVILLE, VA 24541",SOVAH HEALTH DANVILLE,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,0.106,2.097,0.635,2.0,0.275,2.088,0.866,2.0,,,,,,,,,0.461,4.933,1.813,2.0,0.005,0.457,0.093,3.0,0.85175,2.25,4
490077,"500 MARTHA JEFFERSON DRIVE, CHARLOTTESVILLE, VA 22911",SENTARA MARTHA JEFFERSON HOSPITAL,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,0.245,2.619,0.962,2.0,0.130,2.559,0.775,2.0,--,1.119,0.000,2.0,,,,,0.636,4.832,2.003,2.0,0.294,0.789,0.497,3.0,0.8474,2.2,3
490084,"618 HOSPITAL ROAD, TAPPAHANNOCK, VA 22560",VCU HEALTH TAPPAHANNOCK HOSPITAL,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,1.324,0.000,2.0,0.0,2.0,3
490088,"1613 OAKWOOD STREET, BEDFORD, VA 24523",CENTRA BEDFORD MEMORIAL HOSPITAL,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.020,2.019,0.409,2.0,0.409,2.0,3
490089,"180 FLOYD AVENUE, ROCKY MOUNT, VA 24151",CARILION FRANKLIN MEMORIAL HOSPITAL,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.026,2.585,0.524,2.0,0.524,2.0,3
49008F,"620 John Paul Jones Circle, Portsmouth, VA 23708",NMC Portsmouth,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,0.016,1.589,0.322,2.0,0.035,3.481,0.706,2.0,,,,,,,,,,,,,,,,,0.514,2.0,3
490090,"800 OAK STREET, FARMVILLE, VA 23901","CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,--,0.642,0.000,3.0,0.0,3.0,5
490092,"100 FAIRVIEW DRIVE - PO BOX 817, FRANKLIN, VA 23851",BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.015,1.455,0.295,2.0,0.295,2.0,3
490093,"3000 COLISEUM DRIVE, HAMPTON, VA 23666",SENTARA CAREPLEX HOSPITAL,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.452,2.042,1.032,2.0,--,0.634,0.000,3.0,--,0.857,0.000,3.0,,,,,0.578,4.390,1.820,2.0,0.084,0.379,0.192,3.0,0.6088000000000001,2.6,4
490098,"1755 NORTH MECKLENBURG AVENUE, SOUTH HILL, VA 23970",COMMUNITY MEMORIAL HOSPITAL,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,--,2.424,0.000,2.0,0.028,2.766,0.561,2.0,,,,,,,,,,,,,0.007,0.699,0.142,3.0,0.23433333333333337,2.3333333333333335,4
490101,"3600 JOSEPH SIEWICK DRIVE, FAIRFAX, VA 22033",INOVA FAIR OAKS HOSPITAL,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,0.028,2.793,0.566,2.0,0.616,4.679,1.940,2.0,0.117,1.248,0.459,2.0,,,,,0.025,2.488,0.505,2.0,0.015,0.289,0.087,3.0,0.7114,2.2,3
490107,"1850 TOWN CENTER PARKWAY, RESTON, VA 20190",RESTON HOSPITAL CENTER,2.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,0.121,2.377,0.719,2.0,--,0.824,0.000,3.0,0.080,1.584,0.479,2.0,,,,,0.178,3.505,1.061,2.0,0.069,0.522,0.216,3.0,0.495,2.4,4
49010F,"1201 BROAD ROCK BOULEVARD, RICHMOND, VA 23249",RICHMOND VA MEDICAL CENTER,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,0.770,3.147,1.657,2.0,0.287,1.737,0.784,2.0,,,,,,,,,,,,,,,,,1.2205,2.0,3
490110,"3700 SOUTH MAIN STREET, BLACKSBURG, VA 24060",LEWISGALE HOSPITAL MONTGOMERY,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,--,1.597,0.000,2.0,--,1.176,0.000,2.0,0.035,3.476,0.705,2.0,,,,,0.027,2.653,0.538,2.0,0.123,0.936,0.388,3.0,0.32619999999999993,2.2,3
490111,"600 WEST RIDGE ROAD, WYTHEVILLE, VA 24382",WYTHE COUNTY COMMUNITY HOSPITAL,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.025,2.505,0.508,2.0,0.508,2.0,3
490112,"7101 JAHNKE ROAD, RICHMOND, VA 23235",CJW MEDICAL CENTER,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,0.057,0.609,0.224,3.0,0.003,0.286,0.058,3.0,0.397,1.495,0.814,2.0,0.393,2.985,1.238,2.0,0.231,1.183,0.569,2.0,0.022,0.164,0.068,3.0,0.4951666666666667,2.5,4
490113,"2300 OPITZ BOULEVARD, WOODBRIDGE, VA 22191",SENTARA NORTHERN VIRGINIA MEDICAL CENTER,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,0.178,1.904,0.699,2.0,0.171,1.829,0.672,2.0,0.027,2.699,0.547,2.0,1.171,8.893,3.687,1.0,0.371,3.973,1.460,2.0,0.111,0.504,0.255,3.0,1.22,2.0,3
490115,"200 HOSPITAL DRIVE, GALAX, VA 24333",TWIN COUNTY REGIONAL HOSPITAL,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,--,1.059,0.000,2.0,0.0,2.0,3
490116,"2400 LEE HIGHWAY, PULASKI, VA 24301",LEWISGALE HOSPITAL PULASKI,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,1.098,0.000,2.0,0.0,2.0,3
490118,"1602 SKIPWITH ROAD, RICHMOND, VA 23229",HENRICO DOCTORS' HOSPITAL,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.034,0.680,0.206,3.0,0.045,0.891,0.270,3.0,0.033,0.645,0.195,3.0,0.211,1.602,0.664,2.0,0.054,1.064,0.322,2.0,0.018,0.192,0.071,3.0,0.288,2.6666666666666665,5
490119,"2025 GLENN MITCHELL DRIVE, VIRGINIA BEACH, VA 23456",SENTARA PRINCESS ANNE HOSPITAL,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,0.060,1.190,0.360,2.0,0.050,0.987,0.299,3.0,0.135,2.655,0.804,2.0,,,,,0.217,2.322,0.853,2.0,0.182,0.490,0.308,3.0,0.5247999999999999,2.4,4
49011F,"1970 ROANOKE BOULEVARD, SALEM, VA 24153",SALEM VA MEDICAL CENTER,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,0.235,4.631,1.402,2.0,0.019,1.839,0.373,2.0,,,,,,,,,,,,,,,,,0.8875,2.0,3
490120,"736 BATTLEFIELD BLVD, NORTH, CHESAPEAKE, VA 23320",CHESAPEAKE GENERAL HOSPITAL,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,0.286,1.729,0.780,2.0,0.867,2.328,1.465,2.0,--,0.553,0.000,3.0,0.333,3.559,1.308,2.0,0.254,1.925,0.798,2.0,0.328,0.699,0.487,3.0,0.8063333333333333,2.3333333333333335,4
490122,"2501 PARKERS LANE, ALEXANDRIA, VA 22306",INOVA MOUNT VERNON HOSPITAL,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,--,1.647,0.000,2.0,0.019,1.852,0.376,2.0,,,,,,,,,0.871,6.609,2.740,2.0,0.075,0.568,0.236,3.0,0.8380000000000001,2.25,4
490126,"ONE ARH LANE - PO BOX 7, LOW MOOR, VA 24457",LEWISGALE HOSPITAL ALLEGHANY,4.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,--,1.142,0.000,2.0,0.0,2.0,3
490127,"1535 SLATE CREEK ROAD, GRUNDY, VA 24614",BUCHANAN GENERAL HOSPITAL,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,0.135,2.663,0.806,2.0,0.806,2.0,3
490130,"7519 HOSPITAL ROAD, GLOUCESTER, VA 23061",RIVERSIDE WALTER REED HOSPITAL,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,--,2.795,0.000,2.0,,,,,--,2.704,0.000,2.0,,,,,,,,,0.084,1.652,0.500,2.0,0.16666666666666666,2.0,3
490136,"13710 ST FRANCIS BOULEVARD, MIDLOTHIAN, VA 23114",BON SECOURS ST FRANCIS MEDICAL CENTER,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,,,,,,,,,0.540,3.264,1.473,2.0,,,,,0.181,3.560,1.078,2.0,0.032,0.343,0.126,3.0,0.8923333333333333,2.3333333333333335,4
490140,"101 HOSPITAL CENTER BOULEVARD, STAFFORD, VA 22554","STAFFORD HOSPITAL, LLC",4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,--,2.193,0.000,2.0,--,2.753,0.000,2.0,,,,,,,,,,,,,0.093,0.997,0.366,3.0,0.122,2.3333333333333335,4
490141,"4600 SPOTSYLVANIA PARKWAY, FREDERICKSBURG, VA 22408",SPOTSYLVANIA REGIONAL MEDICAL CENTER,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,0.029,2.854,0.579,2.0,0.028,2.748,0.557,2.0,--,2.589,0.000,2.0,,,,,--,2.771,0.000,2.0,--,0.302,0.000,3.0,0.2272,2.2,3
490143,"1500 COMMONWEALTH AVENUE, WILLIAMSBURG, VA 23185",RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.019,1.859,0.377,2.0,0.377,2.0,3
490144,"15225 HEALTHCOTE BOULEVARD, HAYMARKET, VA 20169",UVA HEALTH HAYMARKET MEDICAL CENTER,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,0.620,4.707,1.951,2.0,,,,,,,,,--,0.490,0.000,3.0,0.9755,2.5,4
490145,"24440 STONE SPRINGS BOULEVARD, DULLES, VA 20166",STONESPRINGS HOSPITAL CENTER,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,--,2.140,0.000,2.0,0.0,2.0,3
491302,"159 HARTLEY WAY, PEARISBURG, VA 24134",CARILION GILES COMMUNITY HOSPITAL,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,1.388,0.000,2.0,0.0,2.0,3
491304,"1 HEALTH CIRCLE, LEXINGTON, VA 24450",CARILION STONEWALL JACKSON HOSPITAL,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.125,2.454,0.743,2.0,0.743,2.0,3
491305,"759 SOUTH MAIN STREET, WOODSTOCK, VA 22664",SHENANDOAH MEMORIAL HOSPITAL,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.016,1.609,0.326,2.0,0.326,2.0,3
491307,"200 MEMORIAL DRIVE, LURAY, VA 22835","PAGE MEMORIAL HOSPITAL, INC",5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,--,1.944,0.000,2.0,0.0,2.0,3
